"Dist Code","Year","State Code","State Name","Dist Name","NITROGEN CONSUMPTION (tons)","NITROGEN SHARE IN NPK (Percent)","NITROGEN PER HA OF NCA (Kg per ha)","NITROGEN PER HA OF GCA (Kg per ha)","PHOSPHATE CONSUMPTION (tons)","PHOSPHATE SHARE IN NPK (Percent)","PHOSPHATE PER HA OF NCA (Kg per ha)","PHOSPHATE PER HA OF GCA (Kg per ha)","POTASH CONSUMPTION (tons)","POTASH SHARE IN NPK (Percent)","POTASH PER HA OF NCA (Kg per ha)","POTASH PER HA OF GCA (Kg per ha)","TOTAL CONSUMPTION (tons)","TOTAL PER HA OF NCA (Kg per ha)","TOTAL PER HA OF GCA (Kg per ha)"
"93","1998","11","Tamil Nadu","The Nilgiris","6611.0","58.26","85.34","84.84","1429.0","12.59","18.45","18.34","3308.0","29.15","42.7","42.45","11348.0","146.48","145.64"
"93","1999","11","Tamil Nadu","The Nilgiris","7419.0","53.57","95.87","95.67","1472.0","10.63","19.02","18.98","4958.0","35.8","64.07","63.93","13849.0","178.95","178.58"
"93","2000","11","Tamil Nadu","The Nilgiris","5263.0","54.36","68.26","68.26","1550.0","16.01","20.1","20.1","2869.0","29.63","37.21","37.21","9682.0","125.58","125.58"
"93","2001","11","Tamil Nadu","The Nilgiris","6029.0","47.16","76.53","76.46","1741.0","13.62","22.1","22.08","5014.0","39.22","63.65","63.59","12784.0","162.27","162.13"
"93","2002","11","Tamil Nadu","The Nilgiris","5291.0","48.37","67.14","67.1","1681.0","15.37","21.33","21.32","3967.0","36.26","50.34","50.31","10939.0","138.82","138.73"
"93","2003","11","Tamil Nadu","The Nilgiris","4684.0","47.01","59.84","59.74","1450.0","14.55","18.53","18.49","3830.0","38.44","48.93","48.85","9964.0","127.3","127.08"
"93","2004","11","Tamil Nadu","The Nilgiris","3291.0","38.39","41.39","41.32","1121.0","13.08","14.1","14.08","4160.0","48.53","52.32","52.24","8572.0","107.81","107.63"
"93","2005","11","Tamil Nadu","The Nilgiris","3824.0","39.37","47.21","47.16","1346.0","13.86","16.62","16.6","4543.0","46.77","56.09","56.03","9713.0","119.91","119.8"
"93","2006","11","Tamil Nadu","The Nilgiris","3200.0","35.46","40.39","40.37","1540.0","17.07","19.44","19.43","4284.0","47.47","54.08","54.05","9024.0","113.91","113.85"
"93","2007","11","Tamil Nadu","The Nilgiris","3348.0","40.41","43.16","43.16","1390.0","16.78","17.92","17.92","3547.0","42.81","45.73","45.73","8285.0","106.81","106.81"
"93","2008","11","Tamil Nadu","The Nilgiris","3697.0","36.74","47.69","47.69","1827.0","18.16","23.57","23.57","4539.0","45.11","58.55","58.55","10063.0","129.81","129.81"
"93","2009","11","Tamil Nadu","The Nilgiris","4806.0","46.69","62.42","62.42","1194.0","11.6","15.51","15.51","4293.0","41.71","55.76","55.76","10293.0","133.69","133.69"
"93","2010","11","Tamil Nadu","The Nilgiris","4393.0","52.79","57.67","57.67","817.0","9.82","10.73","10.73","3111.0","37.39","40.84","40.84","8321.0","109.24","109.24"
"93","2011","11","Tamil Nadu","The Nilgiris","3841.0","47.47","50.71","50.71","1568.0","19.38","20.7","20.7","2682.0","33.15","35.41","35.41","8091.0","106.83","106.83"
"93","2012","11","Tamil Nadu","The Nilgiris","3078.0","52.56","41.11","41.11","547.0","9.34","7.31","7.31","2231.0","38.1","29.8","29.8","5856.0","78.22","78.22"
"93","2013","11","Tamil Nadu","The Nilgiris","3689.0","55.29","49.23","49.23","646.0","9.68","8.62","8.62","2337.0","35.03","31.19","31.19","6672.0","89.04","89.04"
"93","2014","11","Tamil Nadu","The Nilgiris","2859.0","52.11","38.39","38.39","435.0","7.93","5.84","5.84","2192.0","39.96","29.43","29.43","5486.0","73.67","73.67"
"93","2015","11","Tamil Nadu","The Nilgiris","2544.0","43.69","33.77","33.7","648.0","11.13","8.6","8.58","2631.0","45.18","34.93","34.85","5823.0","77.3","77.13"
"93","2016","11","Tamil Nadu","The Nilgiris","4465.0","57.83","59.32","59.29","751.0","9.73","9.98","9.97","2505.0","32.44","33.28","33.26","7721.0","102.58","102.53"
"93","2017","11","Tamil Nadu","The Nilgiris","4848.0","59.51","-1.0","-1.0","1399.0","17.17","-1.0","-1.0","1900.0","23.32","-1.0","-1.0","8147.0","-1.0","-1.0"
"94","1966","11","Tamil Nadu","Kanyakumari","2356.0","84.54","29.64","21.09","60.0","2.15","0.75","0.54","371.0","13.31","4.67","3.32","2787.0","35.06","24.95"
"94","1967","11","Tamil Nadu","Kanyakumari","1836.0","79.48","22.69","16.12","127.0","5.5","1.57","1.12","347.0","15.02","4.29","3.05","2310.0","28.55","20.28"
"94","1968","11","Tamil Nadu","Kanyakumari","1302.0","62.87","16.3","11.64","409.0","19.75","5.12","3.66","360.0","17.38","4.51","3.22","2071.0","25.92","18.51"
"94","1969","11","Tamil Nadu","Kanyakumari","2402.0","81.37","29.76","21.05","170.0","5.76","2.11","1.49","380.0","12.87","4.71","3.33","2952.0","36.58","25.87"
"94","1970","11","Tamil Nadu","Kanyakumari","4429.0","64.43","54.54","38.65","1832.0","26.65","22.56","15.99","613.0","8.92","7.55","5.35","6874.0","84.66","59.98"
"94","1971","11","Tamil Nadu","Kanyakumari","3091.0","66.67","36.67","25.61","991.0","21.38","11.76","8.21","554.0","11.95","6.57","4.59","4636.0","54.99","38.41"
"94","1972","11","Tamil Nadu","Kanyakumari","3189.0","60.93","37.34","24.29","1305.0","24.93","15.28","9.94","740.0","14.14","8.67","5.64","5234.0","61.29","39.86"
"94","1973","11","Tamil Nadu","Kanyakumari","3287.0","61.1","41.82","28.83","1306.0","24.28","16.62","11.46","787.0","14.63","10.01","6.9","5380.0","68.45","47.19"
"94","1974","11","Tamil Nadu","Kanyakumari","2360.0","61.16","28.1","20.76","953.0","24.7","11.35","8.38","546.0","14.15","6.5","4.8","3859.0","45.94","33.94"
"94","1975","11","Tamil Nadu","Kanyakumari","2784.0","85.82","32.52","24.06","311.0","9.59","3.63","2.69","149.0","4.59","1.74","1.29","3244.0","37.9","28.04"
"94","1976","11","Tamil Nadu","Kanyakumari","1778.0","80.93","21.92","16.42","301.0","13.7","3.71","2.78","118.0","5.37","1.45","1.09","2197.0","27.09","20.29"
"94","1977","11","Tamil Nadu","Kanyakumari","2528.0","76.72","30.83","22.49","448.0","13.6","5.46","3.99","319.0","9.68","3.89","2.84","3295.0","40.18","29.31"
"94","1978","11","Tamil Nadu","Kanyakumari","3022.0","63.58","37.08","28.7","994.0","20.91","12.2","9.44","737.0","15.51","9.04","7.0","4753.0","58.32","45.14"
"94","1979","11","Tamil Nadu","Kanyakumari","2969.0","62.37","36.21","27.49","843.0","17.71","10.28","7.81","948.0","19.92","11.56","8.78","4760.0","58.05","44.07"
"94","1980","11","Tamil Nadu","Kanyakumari","3307.0","63.99","41.34","32.42","787.0","15.23","9.84","7.72","1074.0","20.78","13.43","10.53","5168.0","64.6","50.67"
"94","1981","11","Tamil Nadu","Kanyakumari","3523.0","62.55","43.49","33.24","877.0","15.57","10.83","8.27","1232.0","21.88","15.21","11.62","5632.0","69.53","53.13"
"94","1982","11","Tamil Nadu","Kanyakumari","5761.0","62.54","71.04","54.76","1815.0","19.7","22.38","17.25","1635.0","17.75","20.16","15.54","9211.0","113.58","87.56"
"94","1983","11","Tamil Nadu","Kanyakumari","4083.0","55.82","50.53","41.2","1599.0","21.86","19.79","16.14","1633.0","22.32","20.21","16.48","7315.0","90.53","73.81"
"94","1984","11","Tamil Nadu","Kanyakumari","4302.0","55.6","52.72","40.51","1803.0","23.3","22.1","16.98","1633.0","21.1","20.01","15.38","7738.0","94.83","72.86"
"94","1985","11","Tamil Nadu","Kanyakumari","4733.0","55.23","57.58","44.15","1757.0","20.5","21.37","16.39","2080.0","24.27","25.3","19.4","8570.0","104.26","79.94"
"94","1986","11","Tamil Nadu","Kanyakumari","4162.0","53.45","53.5","45.39","1715.0","22.02","22.04","18.7","1910.0","24.53","24.55","20.83","7787.0","100.09","84.92"
"94","1987","11","Tamil Nadu","Kanyakumari","4815.0","50.34","59.3","49.13","2190.0","22.9","26.97","22.35","2560.0","26.76","31.53","26.12","9565.0","117.8","97.6"
"94","1988","11","Tamil Nadu","Kanyakumari","5910.0","49.7","70.95","54.02","2600.0","21.86","31.21","23.77","3382.0","28.44","40.6","30.91","11892.0","142.76","108.7"
"94","1989","11","Tamil Nadu","Kanyakumari","5815.0","46.63","69.98","53.89","2648.0","21.23","31.87","24.54","4007.0","32.13","48.22","37.14","12470.0","150.06","115.57"
"94","1990","11","Tamil Nadu","Kanyakumari","6596.0","45.62","79.83","62.07","3063.0","21.18","37.07","28.83","4800.0","33.2","58.09","45.17","14459.0","174.98","136.07"
"94","1991","11","Tamil Nadu","Kanyakumari","7771.0","47.94","90.25","70.76","3360.0","20.73","39.02","30.6","5079.0","31.33","58.98","46.25","16210.0","188.25","147.61"
"94","1992","11","Tamil Nadu","Kanyakumari","7496.0","51.65","86.75","68.67","3211.0","22.12","37.16","29.42","3807.0","26.23","44.06","34.88","14514.0","167.97","132.96"
"94","1993","11","Tamil Nadu","Kanyakumari","7871.0","54.06","91.41","71.67","2915.0","20.02","33.85","26.54","3775.0","25.93","43.84","34.37","14561.0","169.1","132.59"
"94","1994","11","Tamil Nadu","Kanyakumari","6538.0","45.38","75.38","60.34","3348.0","23.24","38.6","30.9","4521.0","31.38","52.13","41.72","14407.0","166.11","132.95"
"94","1995","11","Tamil Nadu","Kanyakumari","6468.0","47.58","74.57","60.7","3066.0","22.56","35.35","28.77","4059.0","29.86","46.8","38.09","13593.0","156.71","127.56"
"94","1996","11","Tamil Nadu","Kanyakumari","5870.0","49.02","71.43","57.94","2437.0","20.35","29.65","24.05","3667.0","30.62","44.62","36.19","11974.0","145.7","118.18"
"94","1997","11","Tamil Nadu","Kanyakumari","6165.0","46.42","76.29","62.2","3151.0","23.72","38.99","31.79","3966.0","29.86","49.08","40.01","13282.0","164.36","134.0"
"94","1998","11","Tamil Nadu","Kanyakumari","6709.0","47.05","81.15","66.66","3426.0","24.03","41.44","34.04","4124.0","28.92","49.89","40.97","14259.0","172.48","141.67"
"94","1999","11","Tamil Nadu","Kanyakumari","7171.0","47.23","88.09","70.96","3352.0","22.08","41.17","33.17","4659.0","30.69","57.23","46.11","15182.0","186.49","150.24"
"94","2000","11","Tamil Nadu","Kanyakumari","6828.0","49.67","84.48","69.36","3197.0","23.26","39.56","32.47","3722.0","27.07","46.05","37.81","13747.0","170.09","139.63"
"94","2001","11","Tamil Nadu","Kanyakumari","6486.0","44.39","80.13","65.97","3922.0","26.84","48.46","39.89","4204.0","28.77","51.94","42.76","14612.0","180.53","148.62"
"94","2002","11","Tamil Nadu","Kanyakumari","5682.0","46.09","71.28","60.21","2791.0","22.64","35.01","29.58","3854.0","31.26","48.35","40.84","12327.0","154.65","130.62"
"94","2003","11","Tamil Nadu","Kanyakumari","4773.0","40.6","60.55","54.36","2763.0","23.5","35.05","31.47","4221.0","35.9","53.55","48.08","11757.0","149.14","133.91"
"94","2004","11","Tamil Nadu","Kanyakumari","5816.0","38.93","74.05","63.56","3056.0","20.46","38.91","33.4","6066.0","40.61","77.23","66.29","14938.0","190.2","163.24"
"94","2005","11","Tamil Nadu","Kanyakumari","6625.0","39.43","83.52","72.16","3541.0","21.08","44.64","38.57","6634.0","39.49","83.64","72.26","16800.0","211.8","182.99"
"94","2006","11","Tamil Nadu","Kanyakumari","5565.0","45.23","69.37","60.13","2831.0","23.01","35.29","30.59","3908.0","31.76","48.72","42.23","12304.0","153.38","132.94"
"94","2007","11","Tamil Nadu","Kanyakumari","3889.0","43.37","48.63","42.74","2041.0","22.76","25.52","22.43","3037.0","33.87","37.98","33.37","8967.0","112.13","98.54"
"94","2008","11","Tamil Nadu","Kanyakumari","5064.0","41.25","64.51","57.03","3306.0","26.93","42.11","37.23","3907.0","31.82","49.77","44.0","12277.0","156.39","138.27"
"94","2009","11","Tamil Nadu","Kanyakumari","6028.0","41.87","76.26","68.14","3298.0","22.91","41.72","37.28","5072.0","35.23","64.16","57.33","14398.0","182.14","162.74"
"94","2010","11","Tamil Nadu","Kanyakumari","7157.0","48.16","90.84","81.62","3473.0","23.37","44.08","39.61","4231.0","28.47","53.7","48.25","14861.0","188.62","169.47"
"94","2011","11","Tamil Nadu","Kanyakumari","8301.0","48.3","105.72","94.67","4766.0","27.73","60.7","54.36","4120.0","23.97","52.47","46.99","17187.0","218.89","196.02"
"94","2012","11","Tamil Nadu","Kanyakumari","5037.0","57.52","66.21","61.1","2134.0","24.37","28.05","25.89","1586.0","18.11","20.85","19.24","8757.0","115.1","106.22"
"94","2013","11","Tamil Nadu","Kanyakumari","6693.0","55.91","87.01","79.06","2873.0","24.0","37.35","33.94","2406.0","20.1","31.28","28.42","11972.0","155.64","141.41"
"94","2014","11","Tamil Nadu","Kanyakumari","7206.0","51.89","94.95","86.24","3415.0","24.59","45.0","40.87","3266.0","23.52","43.04","39.09","13887.0","182.99","166.19"
"94","2015","11","Tamil Nadu","Kanyakumari","8089.0","55.93","107.25","97.87","3581.0","24.76","47.48","43.33","2793.0","19.31","37.03","33.79","14463.0","191.77","174.99"
"94","2016","11","Tamil Nadu","Kanyakumari","8791.0","54.74","117.67","108.54","5240.0","32.63","70.14","64.7","2030.0","12.64","27.17","25.06","16061.0","214.98","198.3"
"94","2017","11","Tamil Nadu","Kanyakumari","9769.0","61.52","-1.0","-1.0","3667.0","23.09","-1.0","-1.0","2443.0","15.39","-1.0","-1.0","15879.0","-1.0","-1.0"
"95","1966","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1967","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1968","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1969","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1970","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1971","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1972","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1973","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1974","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1975","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1976","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1977","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1978","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1979","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1980","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1981","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1982","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1983","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1984","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1985","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1986","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1987","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1988","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1989","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1990","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"95","1991","7","Maharashtra","Bombay","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
